subject,age,gender,sound,level,sequence,trial,item,time
5,26,F,a,on,ab,2,5,1.168
5,26,F,a,on,ab,2,6,1.263
5,26,F,a,on,ab,2,7,1.120
5,26,F,a,on,ab,2,8,1.183
5,26,F,a,on,ab,2,9,1.376
5,26,F,a,on,ab,2,10,1.248
5,26,F,a,on,ab,3,1,1.182
5,26,F,a,on,ab,3,2,1.232
5,26,F,a,on,ab,3,3,0.879
5,26,F,a,on,ab,3,4,0.976
5,26,F,a,on,ab,3,5,0.912
5,26,F,a,on,ab,3,6,1.056
5,26,F,a,on,ab,3,7,1.232
5,26,F,a,on,ab,3,8,1.009
5,26,F,a,on,ab,3,9,1.678
5,26,F,a,on,ab,3,10,1.184
5,26,F,a,on,ab,4,1,1.194
5,26,F,a,on,ab,4,2,0.864
5,26,F,a,on,ab,4,3,0.928
5,26,F,a,on,ab,4,4,0.895
5,26,F,a,on,ab,4,5,1.247
5,26,F,a,on,ab,4,6,1.504
5,26,F,a,on,ab,4,7,1.664
5,26,F,a,on,ab,4,8,1.183
5,26,F,a,on,ab,4,9,0.850
5,26,F,a,on,ab,4,10,1.102
5,26,F,a,on,ab,5,1,1.367
5,26,F,a,on,ab,5,2,0.864
5,26,F,a,on,ab,5,3,1.263
5,26,F,a,on,ab,5,4,1.520
5,26,F,a,on,ab,5,5,1.023
5,26,F,a,on,ab,5,6,1.184
5,26,F,a,on,ab,5,7,0.879
5,26,F,a,on,ab,5,8,0.864
5,26,F,a,on,ab,5,9,1.266
5,26,F,a,on,ab,5,10,0.958
5,26,F,b,off,ab,1,1,1.062
5,26,F,b,off,ab,1,2,0.848
5,26,F,b,off,ab,1,3,1.135
5,26,F,b,off,ab,1,4,0.976
5,26,F,b,off,ab,1,5,0.831
5,26,F,b,off,ab,1,6,1.168
5,26,F,b,off,ab,1,7,0.880
5,26,F,b,off,ab,1,8,0.879
5,26,F,b,off,ab,1,9,1.023
5,26,F,b,off,ab,1,10,1.024
5,26,F,b,off,ab,2,1,0.890
5,26,F,b,off,ab,2,2,0.943
5,26,F,b,off,ab,2,3,0.864
5,26,F,b,off,ab,2,4,0.864
5,26,F,b,off,ab,2,5,0.785
5,26,F,b,off,ab,2,6,0.799
5,26,F,b,off,ab,2,7,0.864
5,26,F,b,off,ab,2,8,1.184
5,26,F,b,off,ab,2,9,0.848
5,26,F,b,off,ab,2,10,0.687
5,26,F,b,off,ab,3,1,0.985
5,26,F,b,off,ab,3,2,1.040
5,26,F,b,off,ab,3,3,0.992
5,26,F,b,off,ab,3,4,0.862
5,26,F,b,off,ab,3,5,0.866
5,26,F,b,off,ab,3,6,0.735
5,26,F,b,off,ab,3,7,0.704
5,26,F,b,off,ab,3,8,1.199
5,26,F,b,off,ab,3,9,1.391
5,26,F,b,off,ab,3,10,1.200
5,26,F,b,off,ab,4,1,1.059
5,26,F,b,off,ab,4,2,1.311
5,26,F,b,off,ab,4,3,0.800
5,26,F,b,off,ab,4,4,1.008
5,26,F,b,off,ab,4,5,0.848
5,26,F,b,off,ab,4,6,0.960
5,26,F,b,off,ab,4,7,1.392
5,26,F,b,off,ab,4,8,0.879
5,26,F,b,off,ab,4,9,1.312
5,26,F,b,off,ab,4,10,1.408
5,26,F,b,off,ab,5,1,1.103
5,26,F,b,off,ab,5,2,0.912
5,26,F,b,off,ab,5,3,1.024
5,26,F,b,off,ab,5,4,1.360
5,26,F,b,off,ab,5,5,1.056
5,26,F,b,off,ab,5,6,0.879
5,26,F,b,off,ab,5,7,0.896
5,26,F,b,off,ab,5,8,1.297
5,26,F,b,off,ab,5,9,1.022
5,26,F,b,off,ab,5,10,0.864
5,26,F,b,on,ab,1,1,1.119
5,26,F,b,on,ab,1,2,0.864
5,26,F,b,on,ab,1,3,1.391
5,26,F,b,on,ab,1,4,1.040
5,26,F,b,on,ab,1,5,0.976
5,26,F,b,on,ab,1,6,0.848
5,26,F,b,on,ab,1,7,0.992
5,26,F,b,on,ab,1,8,1.119
5,26,F,b,on,ab,1,9,1.153
5,26,F,b,on,ab,1,10,1.855
5,26,F,b,on,ab,2,1,1.150
5,26,F,b,on,ab,2,2,1.344
5,26,F,b,on,ab,2,3,1.152
5,26,F,b,on,ab,2,4,0.864
5,26,F,b,on,ab,2,5,0.898
5,26,F,b,on,ab,2,6,1.661
5,26,F,b,on,ab,2,7,1.104
5,26,F,b,on,ab,2,8,1.200
5,26,F,b,on,ab,2,9,1.520
5,26,F,b,on,ab,2,10,0.993
5,26,F,b,on,ab,3,1,1.063
5,26,F,b,on,ab,3,2,1.263
5,26,F,b,on,ab,3,3,1.631
5,26,F,b,on,ab,3,4,0.880
5,26,F,b,on,ab,3,5,1.087
5,26,F,b,on,ab,3,6,1.663
5,26,F,b,on,ab,3,7,0.944
5,26,F,b,on,ab,3,8,0.960
5,26,F,b,on,ab,3,9,0.897
5,26,F,b,on,ab,3,10,1.486
5,26,F,b,on,ab,4,1,1.103
5,26,F,b,on,ab,4,2,1.040
5,26,F,b,on,ab,4,3,0.975
5,26,F,b,on,ab,4,4,1.263
5,26,F,b,on,ab,4,5,1.072
5,26,F,b,on,ab,4,6,0.976
5,26,F,b,on,ab,4,7,1.760
5,26,F,b,on,ab,4,8,1.231
5,26,F,b,on,ab,4,9,1.248
5,26,F,b,on,ab,4,10,1.168
5,26,F,b,on,ab,5,1,0.963
5,26,F,b,on,ab,5,2,1.071
5,26,F,b,on,ab,5,3,2.311
5,26,F,b,on,ab,5,4,0.912
5,26,F,b,on,ab,5,5,0.992
5,26,F,b,on,ab,5,6,0.976
5,26,F,b,on,ab,5,7,1.343
5,26,F,b,on,ab,5,8,0.896
5,26,F,b,on,ab,5,9,1.040
5,26,F,b,on,ab,5,10,0.977
6,25,M,a,off,ab,1,1,1.293
6,25,M,a,off,ab,1,2,1.647
6,25,M,a,off,ab,1,3,1.104
6,25,M,a,off,ab,1,4,1.151
6,25,M,a,off,ab,1,5,1.583
6,25,M,a,off,ab,1,6,1.712
6,25,M,a,off,ab,1,7,1.295
6,25,M,a,off,ab,1,8,1.119
6,25,M,a,off,ab,1,9,1.248
6,25,M,a,off,ab,1,10,1.360
6,25,M,a,off,ab,2,1,1.000
6,25,M,a,off,ab,2,2,0.976
6,25,M,a,off,ab,2,3,1.392
6,25,M,a,off,ab,2,4,1.375
6,25,M,a,off,ab,2,5,1.055
6,25,M,a,off,ab,2,6,1.296
6,25,M,a,off,ab,2,7,1.312
6,25,M,a,off,ab,2,8,1.999
6,25,M,a,off,ab,2,9,1.504
6,25,M,a,off,ab,2,10,1.407
6,25,M,a,off,ab,3,1,0.901
6,25,M,a,off,ab,3,2,1.056
6,25,M,a,off,ab,3,3,1.247
6,25,M,a,off,ab,3,4,1.279
6,25,M,a,off,ab,3,5,1.439
6,25,M,a,off,ab,3,6,1.408
6,25,M,a,off,ab,3,7,1.104
6,25,M,a,off,ab,3,8,1.200
6,25,M,a,off,ab,3,9,0.911
6,25,M,a,off,ab,3,10,0.991
6,25,M,a,off,ab,4,1,1.319
6,25,M,a,off,ab,4,2,1.759
6,25,M,a,off,ab,4,3,1.519
6,25,M,a,off,ab,4,4,1.568
6,25,M,a,off,ab,4,5,1.649
6,25,M,a,off,ab,4,6,1.568
6,25,M,a,off,ab,4,7,1.326
6,25,M,a,off,ab,4,8,1.552
6,25,M,a,off,ab,4,9,1.711
6,25,M,a,off,ab,4,10,2.605
6,25,M,a,off,ab,5,1,1.331
6,25,M,a,off,ab,5,2,1.168
6,25,M,a,off,ab,5,3,1.263
6,25,M,a,off,ab,5,4,1.328
6,25,M,a,off,ab,5,5,1.407
6,25,M,a,off,ab,5,6,1.168
6,25,M,a,off,ab,5,7,1.407
6,25,M,a,off,ab,5,8,1.023
6,25,M,a,off,ab,5,9,1.152
6,25,M,a,off,ab,5,10,1.584
6,25,M,a,on,ab,1,1,1.125
6,25,M,a,on,ab,1,2,1.135
6,25,M,a,on,ab,1,3,0.929
6,25,M,a,on,ab,1,4,1.439
6,25,M,a,on,ab,1,5,1.215
6,25,M,a,on,ab,1,6,1.104
6,25,M,a,on,ab,1,7,1.263
6,25,M,a,on,ab,1,8,1.376
6,25,M,a,on,ab,1,9,1.521
6,25,M,a,on,ab,1,10,0.974
6,25,M,a,on,ab,2,1,1.437
6,25,M,a,on,ab,2,2,0.960
6,25,M,a,on,ab,2,3,1.136
6,25,M,a,on,ab,2,4,0.960
6,25,M,a,on,ab,2,5,0.928
6,25,M,a,on,ab,2,6,1.200
6,25,M,a,on,ab,2,7,1.504
6,25,M,a,on,ab,2,8,1.263
6,25,M,a,on,ab,2,9,1.296
6,25,M,a,on,ab,2,10,1.167
6,25,M,a,on,ab,3,1,1.217
6,25,M,a,on,ab,3,2,0.879
6,25,M,a,on,ab,3,3,0.912
6,25,M,a,on,ab,3,4,1.216
6,25,M,a,on,ab,3,5,0.879
6,25,M,a,on,ab,3,6,1.023
6,25,M,a,on,ab,3,7,1.360
6,25,M,a,on,ab,3,8,1.023
6,25,M,a,on,ab,3,9,1.376
6,25,M,a,on,ab,3,10,1.039
6,25,M,a,on,ab,4,1,1.844
6,25,M,a,on,ab,4,2,1.328
6,25,M,a,on,ab,4,3,1.055
6,25,M,a,on,ab,4,4,1.087
6,25,M,a,on,ab,4,5,0.993
6,25,M,a,on,ab,4,6,1.616
6,25,M,a,on,ab,4,7,1.598
6,25,M,a,on,ab,4,8,1.200
6,25,M,a,on,ab,4,9,1.247
6,25,M,a,on,ab,4,10,1.103
6,25,M,a,on,ab,5,1,1.397
6,25,M,a,on,ab,5,2,1.296
6,25,M,a,on,ab,5,3,1.391
6,25,M,a,on,ab,5,4,1.823
6,25,M,a,on,ab,5,5,1.452
6,25,M,a,on,ab,5,6,1.972
6,25,M,a,on,ab,5,7,1.023
6,25,M,a,on,ab,5,8,1.535
6,25,M,a,on,ab,5,9,0.944
6,25,M,a,on,ab,5,10,1.327
6,25,M,b,off,ab,1,1,1.401
6,25,M,b,off,ab,1,2,1.263
6,25,M,b,off,ab,1,3,1.311
6,25,M,b,off,ab,1,4,1.073
6,25,M,b,off,ab,1,5,1.039
6,25,M,b,off,ab,1,6,1.919
6,25,M,b,off,ab,1,7,1.168
6,25,M,b,off,ab,1,8,1.344
6,25,M,b,off,ab,1,9,1.455
6,25,M,b,off,ab,1,10,1.136
6,25,M,b,off,ab,2,1,1.340
6,25,M,b,off,ab,2,2,1.567
6,25,M,b,off,ab,2,3,1.695
6,25,M,b,off,ab,2,4,1.136
6,25,M,b,off,ab,2,5,1.279
6,25,M,b,off,ab,2,6,1.376
6,25,M,b,off,ab,2,7,1.055
6,25,M,b,off,ab,2,8,1.248
6,25,M,b,off,ab,2,9,1.103
6,25,M,b,off,ab,2,10,1.744
6,25,M,b,off,ab,3,1,1.845
6,25,M,b,off,ab,3,2,0.896
6,25,M,b,off,ab,3,3,1.136
6,25,M,b,off,ab,3,4,0.880
6,25,M,b,off,ab,3,5,0.896
6,25,M,b,off,ab,3,6,1.215
6,25,M,b,off,ab,3,7,1.056
6,25,M,b,off,ab,3,8,1.360
6,25,M,b,off,ab,3,9,1.120
6,25,M,b,off,ab,3,10,1.151
6,25,M,b,off,ab,4,1,1.011
6,25,M,b,off,ab,4,2,1.886
6,25,M,b,off,ab,4,3,1.185
6,25,M,b,off,ab,4,4,1.055
6,25,M,b,off,ab,4,5,0.927
6,25,M,b,off,ab,4,6,0.976
6,25,M,b,off,ab,4,7,1.343
6,25,M,b,off,ab,4,8,1.280
6,25,M,b,off,ab,4,9,1.040
6,25,M,b,off,ab,4,10,0.927
6,25,M,b,off,ab,5,1,1.220
6,25,M,b,off,ab,5,2,0.880
6,25,M,b,off,ab,5,3,0.784
6,25,M,b,off,ab,5,4,0.783
6,25,M,b,off,ab,5,5,1.200
6,25,M,b,off,ab,5,6,1.199
6,25,M,b,off,ab,5,7,1.055
6,25,M,b,off,ab,5,8,0.944
6,25,M,b,off,ab,5,9,1.199
6,25,M,b,off,ab,5,10,1.119
6,25,M,b,on,ab,1,1,1.358
6,25,M,b,on,ab,1,2,1.200
6,25,M,b,on,ab,1,3,1.008
6,25,M,b,on,ab,1,4,0.880
6,25,M,b,on,ab,1,5,1.647
6,25,M,b,on,ab,1,6,0.928
6,25,M,b,on,ab,1,7,0.832
6,25,M,b,on,ab,1,8,1.119
6,25,M,b,on,ab,1,9,2.826
6,25,M,b,on,ab,1,10,1.168
6,25,M,b,on,ab,2,1,0.961
6,25,M,b,on,ab,2,2,1.152
6,25,M,b,on,ab,2,3,0.864
6,25,M,b,on,ab,2,4,1.408
6,25,M,b,on,ab,2,5,0.959
6,25,M,b,on,ab,2,6,1.104
6,25,M,b,on,ab,2,7,1.455
6,25,M,b,on,ab,2,8,1.296
6,25,M,b,on,ab,2,9,0.897
6,25,M,b,on,ab,2,10,1.118
6,25,M,b,on,ab,3,1,1.171
6,25,M,b,on,ab,3,2,1.087
6,25,M,b,on,ab,3,3,0.912
6,25,M,b,on,ab,3,4,0.977
6,25,M,b,on,ab,3,5,1.006
6,25,M,b,on,ab,3,6,0.879
6,25,M,b,on,ab,3,7,1.104
6,25,M,b,on,ab,3,8,0.928
6,25,M,b,on,ab,3,9,0.976
6,25,M,b,on,ab,3,10,1.248
6,25,M,b,on,ab,4,1,1.182
6,25,M,b,on,ab,4,2,0.865
6,25,M,b,on,ab,4,3,1.877
6,25,M,b,on,ab,4,4,0.809
6,25,M,b,on,ab,4,5,0.944
6,25,M,b,on,ab,4,6,1.215
6,25,M,b,on,ab,4,7,1.024
6,25,M,b,on,ab,4,8,0.960
6,25,M,b,on,ab,4,9,0.929
6,25,M,b,on,ab,4,10,0.846
6,25,M,b,on,ab,5,1,1.161
6,25,M,b,on,ab,5,2,0.992
6,25,M,b,on,ab,5,3,0.959
6,25,M,b,on,ab,5,4,1.840
6,25,M,b,on,ab,5,5,1.823
6,25,M,b,on,ab,5,6,1.120
6,25,M,b,on,ab,5,7,0.960
6,25,M,b,on,ab,5,8,1.087
6,25,M,b,on,ab,5,9,1.056
6,25,M,b,on,ab,5,10,1.360
7,32,F,a,off,ab,1,1,1.217
7,32,F,a,off,ab,1,2,1.040
7,32,F,a,off,ab,1,3,1.056
7,32,F,a,off,ab,1,4,1.151
7,32,F,a,off,ab,1,5,1.327
7,32,F,a,off,ab,1,6,0.992
7,32,F,a,off,ab,1,7,1.280
7,32,F,a,off,ab,1,8,1.663
7,32,F,a,off,ab,1,9,1.120
7,32,F,a,off,ab,1,10,1.551
7,32,F,a,off,ab,2,1,1.159
7,32,F,a,off,ab,2,2,0.959
7,32,F,a,off,ab,2,3,1.073
7,32,F,a,off,ab,2,4,1.310
7,32,F,a,off,ab,2,5,1.727
7,32,F,a,off,ab,2,6,1.535
7,32,F,a,off,ab,2,7,1.903
7,32,F,a,off,ab,2,8,1.407
7,32,F,a,off,ab,2,9,1.072
7,32,F,a,off,ab,2,10,1.071
7,32,F,a,off,ab,3,1,1.101
7,32,F,a,off,ab,3,2,1.439
7,32,F,a,off,ab,3,3,1.103
7,32,F,a,off,ab,3,4,1.088
7,32,F,a,off,ab,3,5,1.359
7,32,F,a,off,ab,3,6,1.248
7,32,F,a,off,ab,3,7,1.343
7,32,F,a,off,ab,3,8,1.105
7,32,F,a,off,ab,3,9,1.327
7,32,F,a,off,ab,3,10,1.327
7,32,F,a,off,ab,4,1,1.161
7,32,F,a,off,ab,4,2,0.894
7,32,F,a,off,ab,4,3,1.152
7,32,F,a,off,ab,4,4,1.312
7,32,F,a,off,ab,4,5,1.215
7,32,F,a,off,ab,4,6,1.248
7,32,F,a,off,ab,4,7,1.407
7,32,F,a,off,ab,4,8,1.312
7,32,F,a,off,ab,4,9,1.455
7,32,F,a,off,ab,4,10,1.328
7,32,F,a,off,ab,5,1,1.371
7,32,F,a,off,ab,5,2,1.168
7,32,F,a,off,ab,5,3,1.279
7,32,F,a,off,ab,5,4,1.120
7,32,F,a,off,ab,5,5,1.295
7,32,F,a,off,ab,5,6,1.008
7,32,F,a,off,ab,5,7,1.616
7,32,F,a,off,ab,5,8,1.136
7,32,F,a,off,ab,5,9,1.423
7,32,F,a,off,ab,5,10,1.231
7,32,F,a,on,ab,1,1,1.164
7,32,F,a,on,ab,1,2,1.279
7,32,F,a,on,ab,1,3,1.184
7,32,F,a,on,ab,1,4,1.440
7,32,F,a,on,ab,1,5,1.247
7,32,F,a,on,ab,1,6,1.120
7,32,F,a,on,ab,1,7,1.312
7,32,F,a,on,ab,1,8,1.791
7,32,F,a,on,ab,1,9,1.664
7,32,F,a,on,ab,1,10,1.743
7,32,F,a,on,ab,2,1,1.158
7,32,F,a,on,ab,2,2,1.264
7,32,F,a,on,ab,2,3,1.647
7,32,F,a,on,ab,2,4,1.120
7,32,F,a,on,ab,2,5,1.183
7,32,F,a,on,ab,2,6,1.200
7,32,F,a,on,ab,2,7,1.584
7,32,F,a,on,ab,2,8,1.520
7,32,F,a,on,ab,2,9,1.536
7,32,F,a,on,ab,2,10,1.440
7,32,F,a,on,ab,3,1,1.617
7,32,F,a,on,ab,3,2,1.216
7,32,F,a,on,ab,3,3,1.023
7,32,F,a,on,ab,3,4,1.087
7,32,F,a,on,ab,3,5,1.295
7,32,F,a,on,ab,3,6,1.280
7,32,F,a,on,ab,3,7,1.184
7,32,F,a,on,ab,3,8,1.439
7,32,F,a,on,ab,3,9,1.296
7,32,F,a,on,ab,3,10,1.183
7,32,F,a,on,ab,4,1,1.319
7,32,F,a,on,ab,4,2,0.992
7,32,F,a,on,ab,4,3,1.023
7,32,F,a,on,ab,4,4,1.792
7,32,F,a,on,ab,4,5,1.039
7,32,F,a,on,ab,4,6,1.296
7,32,F,a,on,ab,4,7,1.168
7,32,F,a,on,ab,4,8,1.599
7,32,F,a,on,ab,4,9,1.520
7,32,F,a,on,ab,4,10,1.104
7,32,F,a,on,ab,5,1,1.570
7,32,F,a,on,ab,5,2,1.376
7,32,F,a,on,ab,5,3,1.134
7,32,F,a,on,ab,5,4,1.120
7,32,F,a,on,ab,5,5,1.888
7,32,F,a,on,ab,5,6,1.807
7,32,F,a,on,ab,5,7,1.423
7,32,F,a,on,ab,5,8,1.424
7,32,F,a,on,ab,5,9,2.112
7,32,F,a,on,ab,5,10,1.312
7,32,F,b,off,ab,1,1,1.063
7,32,F,b,off,ab,1,2,1.151
7,32,F,b,off,ab,1,3,1.040
7,32,F,b,off,ab,1,4,1.023
7,32,F,b,off,ab,1,5,1.103
7,32,F,b,off,ab,1,6,1.024
7,32,F,b,off,ab,1,7,1.025
7,32,F,b,off,ab,1,8,1.023
7,32,F,b,off,ab,1,9,1.472
7,32,F,b,off,ab,1,10,1.327
7,32,F,b,off,ab,2,1,1.023
7,32,F,b,off,ab,2,2,1.070
7,32,F,b,off,ab,2,3,0.976
7,32,F,b,off,ab,2,4,1.104
7,32,F,b,off,ab,2,5,0.943
7,32,F,b,off,ab,2,6,0.976
7,32,F,b,off,ab,2,7,1.120
7,32,F,b,off,ab,2,8,1.295
7,32,F,b,off,ab,2,9,1.343
7,32,F,b,off,ab,2,10,1.136
7,32,F,b,off,ab,3,1,0.797
7,32,F,b,off,ab,3,2,0.960
7,32,F,b,off,ab,3,3,0.928
7,32,F,b,off,ab,3,4,1.056
7,32,F,b,off,ab,3,5,1.007
7,32,F,b,off,ab,3,6,0.960
7,32,F,b,off,ab,3,7,1.023
7,32,F,b,off,ab,3,8,1.120
7,32,F,b,off,ab,3,9,1.120
7,32,F,b,off,ab,3,10,1.551
7,32,F,b,off,ab,4,1,1.009
7,32,F,b,off,ab,4,2,1.168
7,32,F,b,off,ab,4,3,1.087
7,32,F,b,off,ab,4,4,1.744
7,32,F,b,off,ab,4,5,1.071
7,32,F,b,off,ab,4,6,0.976
7,32,F,b,off,ab,4,7,2.096
7,32,F,b,off,ab,4,8,1.089
7,32,F,b,off,ab,4,9,1.056
7,32,F,b,off,ab,4,10,0.959
7,32,F,b,off,ab,5,1,1.558
7,32,F,b,off,ab,5,2,1.088
7,32,F,b,off,ab,5,3,1.119
7,32,F,b,off,ab,5,4,1.056
7,32,F,b,off,ab,5,5,1.504
7,32,F,b,off,ab,5,6,1.039
7,32,F,b,off,ab,5,7,0.930
7,32,F,b,off,ab,5,8,0.974
7,32,F,b,off,ab,5,9,1.297
7,32,F,b,off,ab,5,10,1.632
7,32,F,b,on,ab,1,1,1.024
7,32,F,b,on,ab,1,2,1.439
7,32,F,b,on,ab,1,3,1.599
7,32,F,b,on,ab,1,4,1.952
7,32,F,b,on,ab,1,5,1.343
7,32,F,b,on,ab,1,6,1.040
7,32,F,b,on,ab,1,7,1.248
7,32,F,b,on,ab,1,8,1.311
7,32,F,b,on,ab,1,9,1.168
7,32,F,b,on,ab,1,10,1.151
7,32,F,b,on,ab,2,1,1.224
7,32,F,b,on,ab,2,2,1.247
7,32,F,b,on,ab,2,3,1.024
7,32,F,b,on,ab,2,4,1.024
7,32,F,b,on,ab,2,5,0.976
7,32,F,b,on,ab,2,6,2.432
7,32,F,b,on,ab,2,7,1.217
7,32,F,b,on,ab,2,8,1.646
7,32,F,b,on,ab,2,9,1.360
7,32,F,b,on,ab,2,10,1.440
7,32,F,b,on,ab,3,1,1.200
7,32,F,b,on,ab,3,2,1.199
7,32,F,b,on,ab,3,3,1.231
7,32,F,b,on,ab,3,4,1.200
7,32,F,b,on,ab,3,5,1.472
7,32,F,b,on,ab,3,6,1.263
7,32,F,b,on,ab,3,7,1.216
7,32,F,b,on,ab,3,8,1.008
7,32,F,b,on,ab,3,9,0.960
7,32,F,b,on,ab,3,10,1.296
7,32,F,b,on,ab,4,1,1.246
7,32,F,b,on,ab,4,2,1.119
7,32,F,b,on,ab,4,3,1.696
7,32,F,b,on,ab,4,4,1.151
7,32,F,b,on,ab,4,5,1.424
7,32,F,b,on,ab,4,6,1.584
7,32,F,b,on,ab,4,7,1.055
7,32,F,b,on,ab,4,8,1.168
7,32,F,b,on,ab,4,9,1.600
7,32,F,b,on,ab,4,10,1.471
7,32,F,b,on,ab,5,1,1.154
7,32,F,b,on,ab,5,2,1.232
7,32,F,b,on,ab,5,3,1.135
7,32,F,b,on,ab,5,4,1.169
7,32,F,b,on,ab,5,5,0.943
7,32,F,b,on,ab,5,6,1.008
7,32,F,b,on,ab,5,7,1.552
7,32,F,b,on,ab,5,8,0.975
7,32,F,b,on,ab,5,9,1.568
7,32,F,b,on,ab,5,10,1.071
9,27,F,a,off,ab,1,1,1.024
9,27,F,a,off,ab,1,2,1.088
9,27,F,a,off,ab,1,3,0.879
9,27,F,a,off,ab,1,4,1.183
9,27,F,a,off,ab,1,5,1.152
9,27,F,a,off,ab,1,6,1.073
9,27,F,a,off,ab,1,7,1.023
9,27,F,a,off,ab,1,8,0.993
9,27,F,a,off,ab,1,9,0.927
9,27,F,a,off,ab,1,10,1.040
9,27,F,a,off,ab,2,1,0.893
9,27,F,a,off,ab,2,2,1.024
9,27,F,a,off,ab,2,3,0.943
9,27,F,a,off,ab,2,4,1.056
9,27,F,a,off,ab,2,5,1.087
9,27,F,a,off,ab,2,6,1.137
9,27,F,a,off,ab,2,7,0.990
9,27,F,a,off,ab,2,8,1.087
9,27,F,a,off,ab,2,9,1.184
9,27,F,a,off,ab,2,10,1.216
9,27,F,a,off,ab,3,1,0.954
9,27,F,a,off,ab,3,2,1.023
9,27,F,a,off,ab,3,3,0.897
9,27,F,a,off,ab,3,4,0.879
9,27,F,a,off,ab,3,5,1.008
9,27,F,a,off,ab,3,6,0.927
9,27,F,a,off,ab,3,7,0.992
9,27,F,a,off,ab,3,8,1.088
9,27,F,a,off,ab,3,9,1.040
9,27,F,a,off,ab,3,10,1.216
9,27,F,a,off,ab,4,1,0.916
9,27,F,a,off,ab,4,2,1.008
9,27,F,a,off,ab,4,3,0.944
9,27,F,a,off,ab,4,4,0.975
9,27,F,a,off,ab,4,5,1.136
9,27,F,a,off,ab,4,6,0.991
9,27,F,a,off,ab,4,7,1.296
9,27,F,a,off,ab,4,8,0.848
9,27,F,a,off,ab,4,9,0.992
9,27,F,a,off,ab,4,10,1.071
9,27,F,a,off,ab,5,1,0.908
9,27,F,a,off,ab,5,2,0.991
9,27,F,a,off,ab,5,3,0.848
9,27,F,a,off,ab,5,4,0.831
9,27,F,a,off,ab,5,5,1.088
9,27,F,a,off,ab,5,6,1.233
9,27,F,a,off,ab,5,7,0.783
9,27,F,a,off,ab,5,8,0.959
9,27,F,a,off,ab,5,9,1.280
9,27,F,a,off,ab,5,10,1.071
9,27,F,a,on,ab,1,1,0.933
9,27,F,a,on,ab,1,2,1.151
9,27,F,a,on,ab,1,3,1.104
9,27,F,a,on,ab,1,4,1.295
9,27,F,a,on,ab,1,5,0.816
9,27,F,a,on,ab,1,6,1.504
9,27,F,a,on,ab,1,7,1.056
9,27,F,a,on,ab,1,8,1.167
9,27,F,a,on,ab,1,9,1.568
9,27,F,a,on,ab,1,10,0.944
9,27,F,a,on,ab,2,1,0.875
9,27,F,a,on,ab,2,2,1.072
9,27,F,a,on,ab,2,3,1.151
9,27,F,a,on,ab,2,4,0.976
9,27,F,a,on,ab,2,5,0.912
9,27,F,a,on,ab,2,6,1.263
9,27,F,a,on,ab,2,7,1.040
9,27,F,a,on,ab,2,8,1.056
9,27,F,a,on,ab,2,9,0.927
9,27,F,a,on,ab,2,10,1.072
9,27,F,a,on,ab,3,1,1.033
9,27,F,a,on,ab,3,2,1.023
9,27,F,a,on,ab,3,3,0.912
9,27,F,a,on,ab,3,4,0.992
9,27,F,a,on,ab,3,5,1.279
9,27,F,a,on,ab,3,6,0.896
9,27,F,a,on,ab,3,7,0.961
9,27,F,a,on,ab,3,8,1.423
9,27,F,a,on,ab,3,9,1.519
9,27,F,a,on,ab,3,10,0.976
9,27,F,a,on,ab,4,1,1.012
9,27,F,a,on,ab,4,2,0.816
9,27,F,a,on,ab,4,3,1.120
9,27,F,a,on,ab,4,4,1.008
9,27,F,a,on,ab,4,5,0.975
9,27,F,a,on,ab,4,6,1.119
9,27,F,a,on,ab,4,7,1.199
9,27,F,a,on,ab,4,8,1.088
9,27,F,a,on,ab,4,9,1.088
9,27,F,a,on,ab,4,10,1.071
9,27,F,a,on,ab,5,1,1.565
9,27,F,a,on,ab,5,2,1.232
9,27,F,a,on,ab,5,3,1.151
9,27,F,a,on,ab,5,4,1.430
9,27,F,a,on,ab,5,5,1.033
9,27,F,a,on,ab,5,6,1.136
9,27,F,a,on,ab,5,7,1.168
9,27,F,a,on,ab,5,8,1.104
9,27,F,a,on,ab,5,9,0.928
9,27,F,a,on,ab,5,10,1.248
9,27,F,b,off,ab,1,1,0.823
9,27,F,b,off,ab,1,2,1.056
9,27,F,b,off,ab,1,3,0.864
9,27,F,b,off,ab,1,4,1.279
9,27,F,b,off,ab,1,5,0.896
9,27,F,b,off,ab,1,6,1.152
9,27,F,b,off,ab,1,7,0.849
9,27,F,b,off,ab,1,8,0.990
9,27,F,b,off,ab,1,9,0.977
9,27,F,b,off,ab,1,10,1.038
9,27,F,b,off,ab,2,1,1.132
9,27,F,b,off,ab,2,2,0.784
9,27,F,b,off,ab,2,3,0.991
9,27,F,b,off,ab,2,4,0.832
9,27,F,b,off,ab,2,5,0.927
9,27,F,b,off,ab,2,6,1.168
9,27,F,b,off,ab,2,7,1.663
9,27,F,b,off,ab,2,8,1.120
9,27,F,b,off,ab,2,9,0.881
9,27,F,b,off,ab,2,10,1.136
9,27,F,b,off,ab,3,1,0.960
9,27,F,b,off,ab,3,2,0.944
9,27,F,b,off,ab,3,3,1.056
9,27,F,b,off,ab,3,4,0.799
9,27,F,b,off,ab,3,5,1.024
9,27,F,b,off,ab,3,6,0.817
9,27,F,b,off,ab,3,7,0.782
9,27,F,b,off,ab,3,8,1.008
9,27,F,b,off,ab,3,9,0.800
